"Institution","Year","Statistic Label","UNIT","VALUE"
"Institute of Technology, Blanchardstown","2004","Part-time Enrolments to Third Level Courses","Number","353"
"Institute of Technology, Blanchardstown","2004","Entrants to Third Level Courses","Number","385"
"Institute of Technology, Blanchardstown","2005","Full-time Enrolments to Third Level Courses","Number","1096"
"Institute of Technology, Blanchardstown","2005","Part-time Enrolments to Third Level Courses","Number","318"
"Institute of Technology, Blanchardstown","2005","Entrants to Third Level Courses","Number","345"
"Institute of Technology, Blanchardstown","2006","Full-time Enrolments to Third Level Courses","Number","1064"
"Institute of Technology, Blanchardstown","2006","Part-time Enrolments to Third Level Courses","Number","359"
"Institute of Technology, Blanchardstown","2006","Entrants to Third Level Courses","Number","322"
"Institute of Technology, Blanchardstown","2007","Full-time Enrolments to Third Level Courses","Number","1070"
"Institute of Technology, Blanchardstown","2007","Part-time Enrolments to Third Level Courses","Number",""
"Institute of Technology, Blanchardstown","2007","Entrants to Third Level Courses","Number","347"
"Institute of Technology, Blanchardstown","2008","Full-time Enrolments to Third Level Courses","Number","1029"
"Institute of Technology, Blanchardstown","2008","Part-time Enrolments to Third Level Courses","Number","636"
"Institute of Technology, Blanchardstown","2008","Entrants to Third Level Courses","Number","333"
"Institute of Technology, Blanchardstown","2009","Full-time Enrolments to Third Level Courses","Number","1239"
"Institute of Technology, Blanchardstown","2009","Part-time Enrolments to Third Level Courses","Number","452"
"Institute of Technology, Blanchardstown","2009","Entrants to Third Level Courses","Number","522"
"Institute of Technology, Blanchardstown","2010","Full-time Enrolments to Third Level Courses","Number","1560"
"Institute of Technology, Blanchardstown","2010","Part-time Enrolments to Third Level Courses","Number","542"
"Institute of Technology, Blanchardstown","2010","Entrants to Third Level Courses","Number","689"
"Institute of Technology, Blanchardstown","2011","Full-time Enrolments to Third Level Courses","Number","1921"
"Institute of Technology, Blanchardstown","2011","Part-time Enrolments to Third Level Courses","Number","524"
"Institute of Technology, Blanchardstown","2011","Entrants to Third Level Courses","Number","770"
"Institute of Technology, Blanchardstown","2012","Full-time Enrolments to Third Level Courses","Number","2184"
"Institute of Technology, Blanchardstown","2012","Part-time Enrolments to Third Level Courses","Number","671"
"Institute of Technology, Blanchardstown","2012","Entrants to Third Level Courses","Number","786"
"Institute of Technology, Blanchardstown","2013","Full-time Enrolments to Third Level Courses","Number","2439"
"Institute of Technology, Blanchardstown","2013","Part-time Enrolments to Third Level Courses","Number","685"
"Institute of Technology, Blanchardstown","2013","Entrants to Third Level Courses","Number","800"
"Institute of Technology, Blanchardstown","2014","Full-time Enrolments to Third Level Courses","Number","2626"
"Institute of Technology, Blanchardstown","2014","Part-time Enrolments to Third Level Courses","Number","630"
"Institute of Technology, Blanchardstown","2014","Entrants to Third Level Courses","Number","870"
"Institute of Technology, Blanchardstown","2015","Full-time Enrolments to Third Level Courses","Number","2583"
"Institute of Technology, Blanchardstown","2015","Part-time Enrolments to Third Level Courses","Number","652"
"Institute of Technology, Blanchardstown","2015","Entrants to Third Level Courses","Number","780"
"Institute of Technology, Blanchardstown","2016","Full-time Enrolments to Third Level Courses","Number","2536"
"Institute of Technology, Blanchardstown","2016","Part-time Enrolments to Third Level Courses","Number","700"
"Institute of Technology, Blanchardstown","2016","Entrants to Third Level Courses","Number","765"
"Institute of Technology, Blanchardstown","2017","Full-time Enrolments to Third Level Courses","Number","2514"
"Institute of Technology, Blanchardstown","2017","Part-time Enrolments to Third Level Courses","Number","573"
"Institute of Technology, Blanchardstown","2017","Entrants to Third Level Courses","Number","749"
"Tipperary Institute","2000","Full-time Enrolments to Third Level Courses","Number","162"
"Tipperary Institute","2000","Part-time Enrolments to Third Level Courses","Number","13"
"Tipperary Institute","2000","Entrants to Third Level Courses","Number","138"
"Tipperary Institute","2001","Full-time Enrolments to Third Level Courses","Number","184"
"Tipperary Institute","2001","Part-time Enrolments to Third Level Courses","Number","222"
"Tipperary Institute","2001","Entrants to Third Level Courses","Number","110"
"Tipperary Institute","2002","Full-time Enrolments to Third Level Courses","Number","269"
"Tipperary Institute","2002","Part-time Enrolments to Third Level Courses","Number","258"
"Tipperary Institute","2002","Entrants to Third Level Courses","Number","131"
"Tipperary Institute","2003","Full-time Enrolments to Third Level Courses","Number","354"
"Tipperary Institute","2003","Part-time Enrolments to Third Level Courses","Number","224"
"Tipperary Institute","2003","Entrants to Third Level Courses","Number","143"
"Tipperary Institute","2004","Full-time Enrolments to Third Level Courses","Number","386"
"Tipperary Institute","2004","Part-time Enrolments to Third Level Courses","Number","87"
"Tipperary Institute","2004","Entrants to Third Level Courses","Number","134"
"Tipperary Institute","2005","Full-time Enrolments to Third Level Courses","Number","378"
"Tipperary Institute","2005","Part-time Enrolments to Third Level Courses","Number","78"
"Tipperary Institute","2005","Entrants to Third Level Courses","Number","126"
"Tipperary Institute","2006","Full-time Enrolments to Third Level Courses","Number","379"
"Tipperary Institute","2006","Part-time Enrolments to Third Level Courses","Number","37"
"Tipperary Institute","2006","Entrants to Third Level Courses","Number","117"
"Tipperary Institute","2007","Full-time Enrolments to Third Level Courses","Number","338"
"Tipperary Institute","2007","Part-time Enrolments to Third Level Courses","Number",""
"Tipperary Institute","2007","Entrants to Third Level Courses","Number","109"
"Tipperary Institute","2008","Full-time Enrolments to Third Level Courses","Number","286"
"Tipperary Institute","2008","Part-time Enrolments to Third Level Courses","Number","441"
"Tipperary Institute","2008","Entrants to Third Level Courses","Number","84"
"Tipperary Institute","2009","Full-time Enrolments to Third Level Courses","Number","332"
"Tipperary Institute","2009","Part-time Enrolments to Third Level Courses","Number","385"
"Tipperary Institute","2009","Entrants to Third Level Courses","Number","160"
"Tipperary Institute","2010","Full-time Enrolments to Third Level Courses","Number","481"
"Tipperary Institute","2010","Part-time Enrolments to Third Level Courses","Number","229"
"Tipperary Institute","2010","Entrants to Third Level Courses","Number","261"
"Tipperary Institute","2011","Full-time Enrolments to Third Level Courses","Number","671"
"Tipperary Institute","2011","Part-time Enrolments to Third Level Courses","Number","344"
"Tipperary Institute","2011","Entrants to Third Level Courses","Number","286"
"Tipperary Institute","2012","Full-time Enrolments to Third Level Courses","Number",""
"Tipperary Institute","2012","Part-time Enrolments to Third Level Courses","Number",""
"Tipperary Institute","2012","Entrants to Third Level Courses","Number",""
"Tipperary Institute","2013","Full-time Enrolments to Third Level Courses","Number",""
"Tipperary Institute","2013","Part-time Enrolments to Third Level Courses","Number",""
"Tipperary Institute","2013","Entrants to Third Level Courses","Number",""
"Tipperary Institute","2014","Full-time Enrolments to Third Level Courses","Number",""
"Tipperary Institute","2014","Part-time Enrolments to Third Level Courses","Number",""
"Tipperary Institute","2014","Entrants to Third Level Courses","Number",""
"Tipperary Institute","2015","Full-time Enrolments to Third Level Courses","Number",""
"Tipperary Institute","2015","Part-time Enrolments to Third Level Courses","Number",""
"Tipperary Institute","2015","Entrants to Third Level Courses","Number",""
"Tipperary Institute","2016","Full-time Enrolments to Third Level Courses","Number",""
"Tipperary Institute","2016","Part-time Enrolments to Third Level Courses","Number",""
"Tipperary Institute","2016","Entrants to Third Level Courses","Number",""
"Tipperary Institute","2017","Full-time Enrolments to Third Level Courses","Number",""
"Tipperary Institute","2017","Part-time Enrolments to Third Level Courses","Number",""
"Tipperary Institute","2017","Entrants to Third Level Courses","Number",""
"Tourism College, Killybegs, Co. Donegal","2000","Full-time Enrolments to Third Level Courses","Number","302"
"Tourism College, Killybegs, Co. Donegal","2000","Part-time Enrolments to Third Level Courses","Number","73"
"Tourism College, Killybegs, Co. Donegal","2000","Entrants to Third Level Courses","Number","199"
"Tourism College, Killybegs, Co. Donegal","2001","Full-time Enrolments to Third Level Courses","Number","273"
"Tourism College, Killybegs, Co. Donegal","2001","Part-time Enrolments to Third Level Courses","Number","67"
"Tourism College, Killybegs, Co. Donegal","2001","Entrants to Third Level Courses","Number","169"
"Tourism College, Killybegs, Co. Donegal","2002","Full-time Enrolments to Third Level Courses","Number","236"
"Tourism College, Killybegs, Co. Donegal","2002","Part-time Enrolments to Third Level Courses","Number","59"
"Tourism College, Killybegs, Co. Donegal","2002","Entrants to Third Level Courses","Number","163"
"Tourism College, Killybegs, Co. Donegal","2003","Full-time Enrolments to Third Level Courses","Number","205"
